Station Code,Station Name,District,State,Trains passing through
SEO,Seohara,Bijnor,Uttar Pradesh,14
SEP,Sodpur,North 24 Parganas,West Bengal,0
SEPA,Sepoydhura,Darjeeling,West Bengal,0
SEPN,Sepon,Dibrugarh,Assam,0
SEPR,Sherpur,Amroha,Uttar Pradesh,0
SEQ,Sekha,Barnala,Punjab,1
SER,Samayanallur,Madurai,Tamil Nadu,0
SES,Semari,Udaipur,Rajasthan,0
SET,Settihally,Ramanagara,Karnataka,2
SETB,Sessa,Dibrugarh,Assam,0
SEU,Sendra,Pali,Rajasthan,5
SEV,Sithalavai,Karur,Tamil Nadu,0
SEW,Sehal,Moradabad,Uttar Pradesh,0
SEX,Seroni Road,Sheopur,Madhya Pradesh,0
SEY,Seoni,Seoni,Madhya Pradesh,0
SF,Settigunta,Y.S.R.,Andhra Pradesh,0
SFA,Sanhera Halt,Baghpat,Uttar Pradesh,2
SFC,Saintala,Balangir,Odisha,8
SFDE,Safidon,Jind,Haryana,0
SFE,Sanodiya,Jaipur,Rajasthan,0
SFF,Sunera Pirkheri,Shajapur,Madhya Pradesh,0
SFG,Subedarganj,Prayagraj,Uttar Pradesh,3
SFH,Safedabad,Barabanki,Uttar Pradesh,1
SFK,Sikir,Balangir,Odisha,0
SFM,Sunam,Sangrur,Punjab,5
SFMU,Sunam Udham Singh Wala,Sangrur,Punjab,8
SFNR,Saifinagar Halt,Indore,Madhya Pradesh,0
SFPR,Safipur,Unnao,Uttar Pradesh,0
SFR,Safrai,Charaideo,Assam,2
SFS,Safiasarai,Munger,Bihar,0
SFW,Sarangpur,Rajgarh,Madhya Pradesh,8
SFX,Safilguda,Medchal Malkajgiri,Telangana,0
SFY,Shajapur,Shajapur,Madhya Pradesh,26
SFZ,Sinduriya Kachari,Rajgarh,Madhya Pradesh,0
SG,Shahgarh,Pilibhit,Uttar Pradesh,0
SGA,Shergarh,Bathinda,Punjab,0
SGAC,Sogariya Cabin,Kota,Rajasthan,2
SGAM,Sareigram,Singrauli,Madhya Pradesh,6
SGBA,Sir Gurudas Banerjee Halt,Howrah,West Bengal,0
SGBB,Bhilai Marshaling Yard,Durg,Chhatisgarh,0
SGBJ,Surgaon Banjari,Khandwa,Madhya Pradesh,2
SGC,Saongi,Balaghat,Madhya Pradesh,0
SGD,Songadh,Tapi,Gujarat,8
SGDM,Sigadam,Srikakulam,Andhra Pradesh,2
SGDP,Sagadapata,Kendujhar,Odisha,2
SGDV,Soma Guddu,Chitradurga,Karnataka,0
SGE,Sankaridurg,Salem,Tamil Nadu,6
SGF,Sangat,Bathinda,Punjab,8
SGG,Sultanganj,Bhagalpur,Bihar,44
SGH,Sgh,#N/A,,0
SGJ,Safdarganj,Barabanki,Uttar Pradesh,4
SGKM,Srungavruksham,West Godavari,Andhra Pradesh,0
SGL,Sagauli Jn,Purba Champaran,Bihar,41
SGLA,Sangola,Solapur,Maharashtra,10
SGLM,Sengulam,Tirunelveli,Tamil Nadu,0
SGM,Solgampatti,Tiruchirappalli,Tamil Nadu,0
SGN,Singia,#N/A,,0
SGND,Shrigonda Road,Ahmednagar,Maharashtra,0
SGNR,Shri Ganganagar,Ganganagar,Rajasthan,37
SGO,Saugor,Sagar,Madhya Pradesh,81
SGP,Sohagpur,Hoshangabad,Madhya Pradesh,16
SGPA,Sugapahari,Deoghar,Jharkhand,0
SGR,Sangmeshwar,Nashik,Maharashtra,46
SGRA,Sangaria,Hanumangarh,Rajasthan,14
SGRD,Sulgare,Janjgir Champa,Chhatisgarh,0
SGRE,Sulgare,Sangli,Maharashtra,4
SGRL,Singrauli,Singrauli,Madhya Pradesh,22
SGRM,Singaram,Koraput,Odisha,2
SGRP,Singhirampur,Farrukhabad,Uttar Pradesh,0
SGRR,Sangar,Jammu,Jammu And Kashmir,2
SGS,Shoghi,Shimla,Himachal Pradesh,0
SGTY,Sankrail Goods,Howrah,West Bengal,0
SGUD,Siliguri,Darjeeling,West Bengal,0
SGUJ,Siliguri Jn,0,West Bengal,24
SGUR,Siliguri Jn Ng,#N/A,,0
SGUT,Siliguru Town,Darjeeling,West Bengal,1
SGV,Saragchni,Murshidabad,West Bengal,1
SGW,Singwal,Ajmer,Rajasthan,0
SGWF,White Field Satellite,Bangalore,Karnataka,0
SGYW,Singriawan,Patna,Bihar,0
SGZ,Shamgarh,Mandsaur,Madhya Pradesh,41
SH,Sher,#N/A,,0
SHAD,Shahad,Thane,Maharashtra,0
SHAN,Srinivasa Nagar,Medak,Telangana,0
SHB,Shahibag,Ahmadabad,Gujarat,0
SHBA,Sahebtala,Purba Bardhaman,West Bengal,0
SHBC,Sibaichandi,Hooghly,West Bengal,0
SHBL,Shiblun,Purba Bardhaman,West Bengal,0
SHC,Saharsa Jn,Saharsa,Bihar,34
SHDM,Shahbad Marknda,Kurukshetra,Haryana,13
SHDR,Shadhoragaon,Ashoknagar,Madhya Pradesh,4
SHE,Seoraphuli,Hooghly,West Bengal,10
SHEO,Shisho Halt,Darbhanga,Bihar,0
SHER,Sher,Gopalganj,Bihar,0
SHF,Shirud,Dhule,Maharashtra,1
SHG,Shahganj Jn,Jaunpur,Uttar Pradesh,55
SHGN,Shri Ghasinagar,Dausa,Rajasthan,0
SHH,Shapur Jn,Junagadh,Gujarat,1
SHHT,Singhaul Halt,Begusarai,Bihar,0
SHI,Singanallur,Coimbatore,Tamil Nadu,0
SHIG,Singanallur Goods,#N/A,,0
SHIH,Sarhari,Saran,Bihar,0
SHIV,Shindawane,Pune,Maharashtra,0
SHJ,Sahaspur Road,Bankura,West Bengal,0
SHJP,Sahajipur Halt,Amethi,Uttar Pradesh,0
SHK,Sheikpura,Sheikhpura,Bihar,4
SHKL,Shankrul,Bankura,West Bengal,0
SHKY,Saharsa Kutchery Halt,Saharsa,Bihar,0
SHL,Sadhli,Vadodara,Gujarat,0
SHLK,Sholaka,Palwal,Haryana,0
SHLT,Shalashah Thana,Dungarpur,Rajasthan,0
SHLU,Shelu,Raigad,Maharashtra,0
SHLV,Selavi,Mahesana,Gujarat,0
SHM,Kolkata Shalimar,Howrah,West Bengal,31
SHMI,Shiroor,Udupi,Karnataka,0
SHMR,Shyamsunder,Purba Bardhaman,West Bengal,0
SHN,Suchan Kotli,Sirsa,Haryana,0
SHNG,Shivnagar,Sultanpur,Uttar Pradesh,1
SHNR,Shadnagar,Ranga Reddy,Telangana,17
SHNX,Sheo Singh Pura,Jaipur,Rajasthan,2
SHR,Sihora Road,Jabalpur,Madhya Pradesh,34
SHRA,Shahera,#N/A,,0
SHRD,Saij Sertha Rd,Gandhinagar,Gujarat,0
SHRG,Sri Ramgarh Halt,Hanumangarh,Rajasthan,4
SHRM,Sharma,Hardoi,Uttar Pradesh,0
SHRN,Sant Hirdaram Nagar,Bhopal,Madhya Pradesh,36
SHSK,Saharsrakund,Nanded,Maharashtra,8
SHT,Sahari Halt,Patna,Bihar,0
SHTS,Sambhal Hatim Sarai,Moradabad,Uttar Pradesh,0
SHTT,Silghat Town,Nagaon,Assam,6
SHU,Sholinghur,Vellore,Tamil Nadu,15
SHV,Shivani,Chikkamagaluru,Karnataka,4
SHW,Samhon,Etawah,Uttar Pradesh,0
SHWL,Sahuwala,Ganganagar,Rajasthan,1
SHX,Shukharullapur,Farrukhabad,Uttar Pradesh,0
SHYP,Sakarayapatna,Chikkamagaluru,Karnataka,0
SHZ,Summer Hill,Shimla,Himachal Pradesh,0
SI,Sonalli,Katihar,Bihar,6
SIA,Shivlankha,Kutch,Gujarat,0
SIBR,Sribar,Cachar,Assam,0
SIC,Sonik,Unnao,Uttar Pradesh,0
SICY,Shaheed Ishwar Chowdhary Halt,Gaya,Bihar,0
SID,Siddhpur,Patan,Gujarat,22
SIDP,Siddapur Halt,Tumakuru,Karnataka,0
SIE,Siddampalli,Chittoor,Andhra Pradesh,0
SIF,Sirli,Hingoli,Maharashtra,0
SIGA,Shantigrama,Hassan,Karnataka,0
SIHO,Siho,Muzaffarpur,Bihar,4
SII,Sitimani,Bagalkot,Karnataka,2
SIK,Sikkampatti Halt,Madurai,Tamil Nadu,0
SIKA,Sikka,Jamnagar,Gujarat,0
SIKD,Sikroda Kwanri,Morena,Madhya Pradesh,0
SIKR,Sikar Jn,Sikar,Rajasthan,8
SIL,Sakhi Gopal,Puri,Odisha,34
SILO,Silao,Nalanda,Bihar,2
SILR,Silari,Jodhpur,Rajasthan,0
SIM,Shri Amirgadh,Banas Kantha,Gujarat,0
SIMR,Srirampur Ph,Bankura,West Bengal,0
SIN,Mumbai Sion,Mumbai Suburban,Maharashtra,0
SINA,Srinagar,#N/A,,0
SINI,Sini Jn,Saraikela Kharsawan,Jharkhand,14
SINR,Sinor,Vadodara,Gujarat,0
SIO,Samakhiali,Kutch,Gujarat,0
SIOB,Samakhiali Jn,Kutch,Gujarat,41
SIP,Suraimanpur,Ballia,Uttar Pradesh,26
SIPA,Singhookharia,Pashchimi Singhbhum,Jharkhand,0
SIPC,Sribar,#N/A,,0
SIPR,Sihapar,Gorakhpur,Uttar Pradesh,1
SIQ,Sarkoni,Jaunpur,Uttar Pradesh,1
SIR,Sirhind Jn,Fatehgarh Sahib,Punjab,54
SIRA,Sirhi Itara,Kanpur Nagar,Uttar Pradesh,0
SIRD,Sird,Jodhpur,Rajasthan,2
SIRL,Shirala,Amravati,Maharashtra,0
SIRN,Sirran,Khandwa,Madhya Pradesh,0
SISM,Singuli Shyam,Bhilwara,Rajasthan,0
SISN,Sisauna,Bijnor,Uttar Pradesh,0
SIU,Singur,Hooghly,West Bengal,0
SIVN,Sivnar Halt,Patna,Bihar,0
SIW,Shirravde,Satara,Maharashtra,1
SIX,Sidheswar,#N/A,,0
SIY,Sirry,Raipur,Chhatisgarh,0
SIZ,Shrikhanda,Purba Bardhaman,West Bengal,6
SJ,Singaji,Khandwa,Madhya Pradesh,0
SJA,Sijua,Dhanbad,Jharkhand,0
SJD,Saljada,Ahmadabad,Gujarat,0
SJDA,Sanjuje Da Arey,South Goa,Goa,0
SJDR,Sri Jhadeshwar,Jajpur,Odisha,0
SJER,Sanjarpur,Azamgarh,Uttar Pradesh,0
SJF,Sajanvar Road,Rajkot,Gujarat,0
SJGH,Sarai Jagdish,Bhadohi,Uttar Pradesh,1
SJGM,Sanjay Gram,Katihar,Bihar,0
SJHG,Shaheed Jitendra Halt,#N/A,,0
SJJ,Sanjha,Banka,Bihar,0
SJKL,Surja Kamal,Uttar Dinajpur,West Bengal,0
SJL,Sangam Jagarlamudi,Guntur,Andhra Pradesh,0
SJM,Sajuma,Kaithal,Haryana,0
SJMA,Sanjamala,Kurnool,Andhra Pradesh,0
SJN,Sanjan,Valsad,Gujarat,4
SJNP,Sujanpur,Pathankot,Punjab,6
SJP,Shujalpur,Shajapur,Madhya Pradesh,64
SJPA,Sujalpur,Purba Medinipur,West Bengal,0
SJPM,Sujata Puram Halt,Mysuru,Karnataka,1
SJPR,Surjyapur,South 24 Parganas,West Bengal,0
SJQ,Surajpur Road,Surajpur,Chhatisgarh,2
SJRR,Sajherpar,Cooch Behar,West Bengal,0
SJS,Shamlaji Road,Sabarkantha,Gujarat,0
SJSM,Salemgarh Masani,Hanumangarh,Rajasthan,4
SJT,Shujaatpur,Kaushambi,Uttar Pradesh,3
SJTR,Sojitra,Anand,Gujarat,0
SJV,Sanjhauli Halt,Rohtas,Bihar,0
SJVP,Sanjeevaiah Park,Hyderabad,Telangana,0
SK,Sakhun,Jaipur,Rajasthan,2
SKA,Sikandra Rao,Hathras,Uttar Pradesh,4
SKAP,S K Para,Dhalai,Tripura,2
SKAR,Sakariya,Satna,Madhya Pradesh,2
SKB,Shikohabad Jn,Firozabad,Uttar Pradesh,41
SKBN,Silakhedi,Dewas,Madhya Pradesh,0
SKBR,Shankarpur Bhadaura,Sidhi,Madhya Pradesh,0
SKDG,Shukradas Gram Halt Devachak,#N/A,,0
SKDM,Sikroda Mina,Karauli,Rajasthan,1
SKEN,Sukhshena Halt,Purnia,Bihar,0
SKF,Sakhoti Tanda,Meerut,Uttar Pradesh,1
SKG,Saktigarh,Purba Bardhaman,West Bengal,0
SKGH,Saktesgarh,Mirzapur,Uttar Pradesh,9
SKHK,Sukhasan Kothi,Purnia,Bihar,0
SKHR,Sikhera Mb Halt,Hapur,Uttar Pradesh,0
SKI,Sakri Jn,Madhubani,Bihar,24
SKIP,Ambajora Shikaripara,Dumka,Jharkhand,2
SKJ,Sahibpur Kamal Jn,Begusarai,Bihar,10
SKJS,Sri Krishna Janam Sthan,Mathura,Uttar Pradesh,0
SKK,Sikkal,Nagapattinam,Tamil Nadu,0
SKKE,Sekrekote,West Tripura,Tripura,2
SKL,Singaperumal Koil,Chengalpattu,Tamil Nadu,0
SKLI,Sukli,Balaghat,Madhya Pradesh,0
SKLP,Shankarpur,Sitapur,Uttar Pradesh,0
SKLR,Sakleshpur,Hassan,Karnataka,14
SKM,Singarayakonda,Prakasam,Andhra Pradesh,30
SKN,Srikrishna Nagar,Jaunpur,Uttar Pradesh,12
SKND,Sukinda Road,Jajpur,Odisha,6
SKNP,Sarkanpur,Tikamgarh,Madhya Pradesh,0
SKNR,Shakar Nagar,Nizamabad,Telangana,0
SKP,Shankarpalli,Ranga Reddy,Telangana,16
SKPA,Shrikalyanpura,Kota,Rajasthan,2
SKPI,Sikarpai,Rayagada,Odisha,2
SKPR,Sikarpur Halt,Chhindwara,Madhya Pradesh,0
SKPT,Somanayakkanpti,Salem,Tamil Nadu,4
SKQ,Sikandarpur,Bulandshahr,Uttar Pradesh,2
SKR,Sakhpur,Porbandar,Gujarat,2
SKRI,Sikaria,Bhojpur,Bihar,0
SKS,Salekasa,Gondia,Maharashtra,7
SKSO,Sikosa,Durg,Chhatisgarh,2
SKT,Sakti,Janjgir Champa,Chhatisgarh,14
SKTN,Shakti Nagar,Sonbhadra,Uttar Pradesh,4
SKU,Sikroda,Morena,Madhya Pradesh,0
SKVL,Sankval,South Goa,Goa,0
SKW,Sheikhupur,Budaun,Uttar Pradesh,2
SKX,Sarkara,Udham Singh Nagar,Uttarakhand,0
SKY,Shikara,Seoni,Madhya Pradesh,1
SKZR,Sirpur Kagaznagar,Komaram Bheem,Telangana,97
SL,Surathkal,Dakshina Kannada,Karnataka,28
SLB,Salboni,Paschim Medinipur,West Bengal,15
SLBN,Salai Banwa,Sonbhadra,Uttar Pradesh,0
SLBS,Salsala Bari,Jalpaiguri,West Bengal,0
SLD,Sakaldiha,Chandauli,Uttar Pradesh,8
SLF,Silli,Ranchi,Jharkhand,4
SLG,Simlagarh,Hooghly,West Bengal,0
SLGE,Sulerjavalge,Solapur,Maharashtra,0
SLGH,Shelgoan H,Nanded,Maharashtra,0
SLGM,Sankaralingaprm,Virudhunagar,Tamil Nadu,0
SLGR,Simaluguri Jn,Sivasagar,Assam,31
SLH,Siliari,Raipur,Chhatisgarh,4
SLHA,Salhana,Katni,Madhya Pradesh,0
SLHI,Shilhauri Halt,Saran,Bihar,0
SLHP,Sulah Himachal Pradesh,Kangra,Himachal Pradesh,0
SLI,Sangli,Sangli,Maharashtra,38
SLJ,Sakrigali Jn,Sahibganj,Jharkhand,2
SLJR,Salga Jhari,Purbi Singhbhum,Jharkhand,0
SLKN,Sandal Kalan,Sonipat,Haryana,0
SLKR,Salkaroad,Bilaspur,Chhatisgarh,6
SLKX,Salakati,Kokrajhar,Assam,4
SLM,Somalapuram,Chitradurga,Karnataka,0
SLME,Salem East,Salem,Tamil Nadu,0
SLN,Sultanpur,Sultanpur,Uttar Pradesh,67
SLNA,Salauna,Begusarai,Bihar,4
SLNG,Sultanpur Gram,Patna,Bihar,0
SLNK,Taj Sultanpur,Kalaburagi,Karnataka,0
SLO,Samalkot Jn,East Godavari,Andhra Pradesh,151
SLON,Salona,Nagaon,Assam,1
SLOR,Seloo Road,Wardha,Maharashtra,0
SLP,Salpa,Satara,Maharashtra,0
SLPM,Shivalingapuram,Visakhapatnam,Andhra Pradesh,0
SLPR,Silpaprabesh,Purba Medinipur,West Bengal,0
SLQ,Salona Assam,Nagaon,Assam,0
SLR,Salogra,Solan,Himachal Pradesh,0
SLRA,Sarala,Sambalpur,Odisha,0
SLRD,Surla Road,Ganjam,Odisha,0
SLRP,Salarpur,Ayodhya,Uttar Pradesh,0
SLRW,Shelarwadi,Pune,Maharashtra,0
SLS,Salanpur,Paschim Bardhaman,West Bengal,2
SLT,Silaut,Muzaffarpur,Bihar,4
SLTH,Sillakkudi,Ariyalur,Tamil Nadu,0
SLTP,Sultanpur,#N/A,,0
SLU,Sasalu,Mandya,Karnataka,0
SLV,Sandalpur,Gwalior,Madhya Pradesh,0
SLW,Sohwal,Ayodhya,Uttar Pradesh,11
SLWR,Silawar,Shamli,Uttar Pradesh,0
SLX,Seleng Hat,Jorhat,Assam,0
SLY,Samalpatti,Krishnagiri,Tamil Nadu,5
SLZ,Solari,Khordha,Odisha,1
SM,Samsi,Malda,West Bengal,25
SMA,Shahid Monsur Ali,#N/A,,0
SMAE,Samudragarh,Purba Bardhaman,West Bengal,1
SMBA,Shambhua,Kanpur Nagar,Uttar Pradesh,0
SMBH,Salim Pur Bihar,Patna,Bihar,1
SMBJ,Shri Mahabirji,Karauli,Rajasthan,26
SMBL,Simbhooli,Hapur,Uttar Pradesh,2
SMBX,Samba,Samba,Jammu And Kashmir,27
SMC,Samnapur,Balaghat,Madhya Pradesh,1
SMCK,Shyam Chak,Paschim Medinipur,West Bengal,0
SMCP,Simen Chapari,Dhemaji,Assam,2
SMD,Charan Mahadevi,Tirunelveli,Tamil Nadu,4
SMDC,Sawai Madhopur D Cabin,Sawai Madhopur,Rajasthan,0
SMDM,Samudram,Tiruchirappalli,Tamil Nadu,0
SMDP,Shahabad Mohamadpur,South West,Delhi,0
SMDR,Simodara,Surat,Gujarat,0
SMDT,Semmandappatti,Salem,Tamil Nadu,0
SME,Shimoga,Shivamogga,Karnataka,8
SMET,Shimoga Town,Shivamogga,Karnataka,14
SMF,Samar Gopalpur,Rohtak,Haryana,0
SMG,Shahamatganj,Bareilly,Uttar Pradesh,0
SMGR,Samaguri,Nagaon,Assam,1
SMH,Simraha,Araria,Bihar,0
SMI,Sitamarhi Jn,Sitamarhi,Bihar,26
SMK,Samalkha,Panipat,Haryana,16
SMKR,Sham Kauria,Saran,Bihar,0
SMKT,Somankatti,Gadag,Karnataka,2
SML,Shimla,Shimla,Himachal Pradesh,6
SMLA,Samlaya Jn,Vadodara,Gujarat,6
SMLG,Shimiliaguda,Visakhapatnam,Andhra Pradesh,2
SMLI,Swamihalli,Ballari,Karnataka,0
SMLT,Samloti,Kangra,Himachal Pradesh,0
SMM,Saliyamangalam,Thanjavur,Tamil Nadu,0
SMND,Sarmatanr,Koderma,Jharkhand,2
SMNE,Somtane,Raigad,Maharashtra,0
SMNH,Somnath,Gir Somnath,Gujarat,8
SMNN,Shri Makri Nath,Churu,Rajasthan,2
SMO,Semapur,Katihar,Bihar,12
SMP,Shambhupura,Chittorgarh,Rajasthan,2
SMPA,Shyampuri,Bhilwara,Rajasthan,2
SMPC,Shambhupura C Cabin,Udaipur,Rajasthan,0
SMPR,Shri Madhopur,Sikar,Rajasthan,6
SMQL,Shamli,Muzaffarnagar,Uttar Pradesh,4
SMR,Samdhari Jn,Barmer,Rajasthan,18
SMRL,Samrala,Ludhiana,Punjab,4
SMRR,Sumreri,Sagar,Madhya Pradesh,4
SMSR,Samaswara,Chhindwara,Madhya Pradesh,0
SMT,Salamatpur,Raisen,Madhya Pradesh,6
SMTA,Samuktala Road,Alipurduar,West Bengal,0
SMTG,Saheed Matangani,Purba Medinipur,West Bengal,0
SMTL,Simariatal,Gwalior,Madhya Pradesh,0
SMTN,Somthan,Washim,Maharashtra,0
SMU,Sambhu,Patiala,Punjab,0
SMV,Sumaoli,Morena,Madhya Pradesh,0
SMWA,Someshwara,Chikkaballapura,Karnataka,0
SMX,Simurali,Nadia,West Bengal,0
SMYD,Sabarmati Yard,Ahmadabad,Gujarat,0
SMZ,Sarai Mir,Azamgarh,Uttar Pradesh,13
SN,Sukna,Darjeeling,West Bengal,1
SNA,Sadanapura,Anand,Gujarat,0
SNAD,Saniyad,Vadodara,Gujarat,0
SNAG,Sanathnagar New,Hyderabad,Telangana,0
SNAP,Sona Arjunpur,Saharanpur,Uttar Pradesh,0
SNAR,Srinagar   Rajasthan,Bundi,Rajasthan,0
SNB,Satnaur Badesron,Hoshiarpur,Punjab,0
SNBD,Sunderabad,Ujjain,Madhya Pradesh,0
SNBR,Sonuabary,Morigaon,Assam,0
SNC,S Narayan Chpla,Gonda,Uttar Pradesh,4
SNCA,Sonachara,Kamrup,Assam,2
SNCR,Sanpada,Thane,Maharashtra,0
SND,Sondimra,Ramgarh,Jharkhand,0
SNDA,Sandhia,Vadodara,Gujarat,0
SNDD,Sindhudurg,Sindhudurg,Maharashtra,28
SNDI,Sendurai,Ariyalur,Tamil Nadu,0
SNDP,Sandispur,Munger,Bihar,0
SNDT,Sindri Town,Dhanbad,Jharkhand,0
SNDY,Sandai,Pilibhit,Uttar Pradesh,0
SNE,Shenoli,Satara,Maharashtra,0
SNEC,Surendranagar East Cabin,Surendranagar,Gujarat,0
SNF,Sanat Nagar,Hyderabad,Telangana,8
SNGI,Singhnali,#N/A,,0
SNGN,Sanganer,Jaipur,Rajasthan,4
SNGP,Singhpur,Shahdol,Madhya Pradesh,5
SNGR,Sanganapur,Parbhani,Maharashtra,0
SNH,Saunshi,Dharwad,Karnataka,0
SNHR,Sankhai,Mahesana,Gujarat,0
SNHT,Sanhati,North 24 Parganas,West Bengal,0
SNI,Sindi,Wardha,Maharashtra,11
SNIA,Soniana,Bhilwara,Rajasthan,0
SNIE,Sath Naraini,Fatehpur,Uttar Pradesh,0
SNJL,Sanjali,Bharuch,Gujarat,0
SNK,Sindkheda,Dhule,Maharashtra,10
SNKB,Sonkhamb,Nagpur,Maharashtra,0
SNKE,Sunehti Kharkhari,Saharanpur,Uttar Pradesh,0
SNKG,Sankaragummanur Halt,Anantapur,Andhra Pradesh,0
SNKL,Sankarankovil,Tirunelveli,Tamil Nadu,6
SNKP,Sankhalpur,Mahesana,Gujarat,0
SNKR,Sanka,Purulia,West Bengal,0
SNKX,Sankra,Dhamtari,Chhatisgarh,0
SNL,Sanahwal,Ludhiana,Punjab,1
SNLR,Santalpur,Patan,Gujarat,6
SNM,Sitanagaram,Guntur,Andhra Pradesh,2
SNMR,Soniyana Mewar,Rajsamand,Rajasthan,1
SNMY,Sindri Marshaling Yard,Dhanbad,Jharkhand,0
SNN,Sonegaon,Wardha,Maharashtra,0
SNNA,Singhana,Nagaur,Rajasthan,0
SNND,Snnd,#N/A,,0
SNO,Somanur,Coimbatore,Tamil Nadu,0
SNP,Sonipat,Sonipat,Haryana,42
SNPH,Shankapur Halt,Medak,Telangana,0
SNPR,Singarpur,Agra,Uttar Pradesh,1
SNPT,Sannasipatti,Tiruchirappalli,Tamil Nadu,0
SNQ,Sankarpur,Deoghar,Jharkhand,6
SNR,Shyamnagar,North 24 Parganas,West Bengal,2
SNRA,Sanwara,Ballia,Uttar Pradesh,0
SNRD,Mumbai Sandhurst Road,Mumbai Suburban,Maharashtra,0
SNRL,Sansartali,Rayagada,Odisha,0
SNRP,Sonipur Rupal,Gandhinagar,Gujarat,0
SNRR,Sansarpur,Katni,Madhya Pradesh,2
SNS,Sasni,Hathras,Uttar Pradesh,1
SNSI,Sainagar Shirdi,Ahmednagar,Maharashtra,26
SNSL,Sonshelu,Dhule,Maharashtra,0
SNSN,Sonasan,Sabarkantha,Gujarat,0
SNSR,Sanosara,Bhavnagar,Gujarat,0
SNSY,Sanosari,Jamnagar,Gujarat,0
SNT,Sainthia,Birbhum,West Bengal,43
SNTD,Santaldih,Purulia,West Bengal,6
SNTH,Sonthaliya,Sikar,Rajasthan,2
SNTL,Sanathal,Ahmadabad,Gujarat,0
SNTN,Santinagar Halt,Nadia,West Bengal,0
SNU,Sangrampur,South 24 Parganas,West Bengal,0
SNV,Sondad,Gondia,Maharashtra,4
SNVR,Sanvatsar,Ahmednagar,Maharashtra,0
SNX,Saneh Road,Bijnor,Uttar Pradesh,2
SNY,Songari,Mandsaur,Madhya Pradesh,0
SNYN,Soniyana,Bhilwara,Rajasthan,0
SNZ,Sherganj,Pilibhit,Uttar Pradesh,0
SO,Chennai Salt Cotaurs,Chennai,Tamil Nadu,0
SOA,Sanosra,Bhavnagar,Gujarat,0
SOAE,Somra Bazar,Hooghly,West Bengal,2
SOB,Silanibari,Lakhimpur,Assam,2
SOC,Shillong O A,#N/A,,0
SOD,Sojat Road,Pali,Rajasthan,14
SOE,Sheopur Kalan,Sheopur,Madhya Pradesh,0
SOF,Saota,Purba Bardhaman,West Bengal,6
SOG,Suratgarh Jn,Ganganagar,Rajasthan,33
SOGR,Sogra,Sambalpur,Odisha,0
SOH,Sirohi Road,Sirohi,Rajasthan,1
SOHL,Sohal,Gurdaspur,Punjab,0
SOI,Sonaripur,Lakhimpur Kheri,Uttar Pradesh,0
SOJ,Sarojini Nagar,South West,Delhi,0
SOJN,Sihor Gujarat,Bhavnagar,Gujarat,12
SOL,Solan,Solan,Himachal Pradesh,0
SOLA,Sovabazar Ahiri,Howrah,West Bengal,0
SOLR,Solur,Bangalore Rural,Karnataka,0
SOM,Somna,Aligarh,Uttar Pradesh,2
SOMA,Somaguddu,Chitradurga,Karnataka,0
SON,Sarai Kansrai,Bhadohi,Uttar Pradesh,1
SONA,Sonamukhi,Bankura,West Bengal,0
SONH,Seonan Halt,Patna,Bihar,0
SONI,Soni,Bhind,Madhya Pradesh,4
SONR,Saoner Jn,Nagpur,Maharashtra,0
SONW,Sonwarsa Halt,Nawada,Bihar,0
SOP,Shiupur,Varanasi,Uttar Pradesh,1
SOPR,Sonma Pranpur(H,Begusarai,Bihar,0
SOQ,Sompur Road,Gadag,Karnataka,0
SOR,Sonagir,Datia,Madhya Pradesh,4
SORD,Sur Road,Sabarkantha,Gujarat,0
SORI,Sorai,Vidisha,Madhya Pradesh,0
SORO,Soro,Balasore,Odisha,20
SOS,Somesar,Pali,Rajasthan,4
SOT,Shohratgarh,Siddharthnagar,Uttar Pradesh,10
SOTE,Sutarpete Halt,#N/A,,0
SOU,Supaul,Supaul,Bihar,0
SOV,Salop,#N/A,,0
SOW,Suhsarai,Nalanda,Bihar,0
SOY,Sukrimangela,Jabalpur,Madhya Pradesh,1
SOZ,Soladi,Surendranagar,Gujarat,0
SP,Saidapet,Chennai,Tamil Nadu,0
SPAM,Senji Panambakkam,Thiruvallur,Tamil Nadu,0
SPB,Sonekpur Halt,Moradabad,Uttar Pradesh,0
SPBG,Sipra Bridge,Ujjain,Madhya Pradesh,0
SPBK,Sunderpur,Jind,Haryana,0
SPC,Sitapur City,Sitapur,Uttar Pradesh,4
SPD,Supedi,Rajkot,Gujarat,0
SPDA,Sapda,Kutch,Gujarat,0
SPDM,Singhpur Dumra,Chhatarpur,Madhya Pradesh,1
SPDR,Sheoprasadnager,Surguja,Chhatisgarh,2
SPE,Sullurupeta,Sri Potti Sriramulu Nellore,Andhra Pradesh,48
SPF,Stuartpuram,Prakasam,Andhra Pradesh,0
SPGL,Sarai Gopal,Prayagraj,Uttar Pradesh,1
SPGN,Sripuria Gaon,Tinsukia,Assam,0
SPGR,Sampige Road,Tumakuru,Karnataka,0
SPHL,Shampurhalli,Kalaburagi,Karnataka,0
SPHT,Shivpuri Halt,Patna,Bihar,0
SPJ,Samastipur Jn,Samastipur,Bihar,136
SPJB,Saidpur Jalalabad Halt,Amritsar,Punjab,0
SPK,Sapekhati,Charaideo,Assam,4
SPL,Sundaraperumal Kovil,Thanjavur,Tamil Nadu,0
SPLE,Sujnipara,Murshidabad,West Bengal,2
SPN,Shahjehanpur,Shahjahanpur,Uttar Pradesh,99
